date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/4/2015,Quarter1,sweing,Sunday,9,0.8,26.16.00,1278,7080,60,0,0,0,59,14176158.12.00
1/4/2015,Quarter1,sweing,Sunday,7,0.8,25.9,1227,7020,60,0,0,0,56.5,14173940.38.00
1/4/2015,Quarter1,sweing,Sunday,8,0.8,25.9,1039,6780,45,0,0,0,56.5,14172418.53.00
1/4/2015,Quarter1,sweing,Sunday,4,0.8,28.08.00,878,4260,50,0,0,0,55.5,13343300.58.00
1/4/2015,Quarter1,sweing,Sunday,1,0.8,26.16.00,1033,7080,63,0,0,0,59,13338644.04.00
1/4/2015,Quarter1,sweing,Sunday,2,0.8,28.08.00,782,6660,50,0,0,0,55.5,13337297.18.00
1/4/2015,Quarter1,sweing,Sunday,12,0.8,12.01,1216,6975,50,0,0,0,31,13333836.39.00
1/4/2015,Quarter1,finishing,Sunday,2,0.8,4.34,,960,0,0,0,0,8,13201736.07.00
1/4/2015,Quarter1,finishing,Sunday,10,0.7,4.34,,4320,0,0,0,0,18,12653806.35.00
1/4/2015,Quarter1,sweing,Sunday,11,1.15,19.31,513,6480,45,0,0,0,54,12505807.37.00
1/4/2015,Quarter1,sweing,Sunday,3,1.15,20.27,734,6600,45,0,0,0,55,1250405.03.00
1/4/2015,Quarter1,sweing,Sunday,10,0.7,28.08.00,1202,6900,40,0,0,0,57.5,11666086.57.00
1/4/2015,Quarter1,finishing,Sunday,8,0.8,2.9,,960,0,0,0,0,8,11378472.13.00
1/4/2015,Quarter1,finishing,Sunday,7,0.8,2.9,,960,0,0,0,0,8,11126736.07.00
1/4/2015,Quarter1,sweing,Sunday,5,0.7,46.07.00,884,6960,26,0,0,0,58,10057203.04.00
1/4/2015,Quarter1,finishing,Sunday,11,1.15,4.15,,960,0,0,0,0,8,5763888.53.00
1/5/2015,Quarter1,finishing,Monday,1,0.8,4.34,,1920,0,0,0,0,8,16017650.28.00
1/5/2015,Quarter1,finishing,Monday,11,0.8,4.34,,2400,0,0,0,0,10,15658564.49.00
1/5/2015,Quarter1,finishing,Monday,4,0.8,4.34,,3840,0,0,0,0,16,14894386.34.00
1/5/2015,Quarter1,finishing,Monday,3,1.15,4.15,,1920,0,0,0,0,8,14589843.45.00
1/5/2015,Quarter1,sweing,Monday,9,0.8,26.16.00,1227,7080,75,0,0,0,59,14176158.12.00
1/5/2015,Quarter1,finishing,Monday,9,0.8,2.9,,1920,0,0,0,0,8,13680555.33.00
1/5/2015,Quarter1,finishing,Monday,2,0.8,4.34,,960,0,0,0,0,8,13406944.27.00
1/5/2015,Quarter1,sweing,Monday,7,0.8,25.9,1255,6780,50,0,0,0,56.5,13344739.26.00
1/5/2015,Quarter1,sweing,Monday,8,0.8,25.9,1047,6780,38,0,0,0,56.5,13344739.26.00
1/5/2015,Quarter1,sweing,Monday,1,0.8,26.16.00,1138,7080,63,0,0,0,59,13338644.04.00
1/5/2015,Quarter1,sweing,Monday,11,0.8,19.31,678,4800,50,0,0,0,55,13337516.02.00
1/5/2015,Quarter1,sweing,Monday,6,0.8,12.01,712,7200,50,0,0,0,32,13337433.31.00
1/5/2015,Quarter1,sweing,Monday,12,0.8,12.01,1037,7200,50,0,0,0,32,13337433.31.00
1/5/2015,Quarter1,sweing,Monday,2,0.8,28.08.00,757,6900,50,0,0,0,57.5,13334608.42.00
1/5/2015,Quarter1,sweing,Monday,4,0.8,28.08.00,759,6900,50,0,0,0,57.5,13334608.42.00
1/5/2015,Quarter1,finishing,Monday,10,1.15,2.9,,960,0,0,0,0,8,12722.55.00
1/5/2015,Quarter1,finishing,Monday,5,0.6,2.9,,960,0,0,0,0,8,12654513.53.00
1/5/2015,Quarter1,sweing,Monday,10,1.15,28.08.00,1083,7020,45,0,0,0,58.5,125.04.00
1/5/2015,Quarter1,sweing,Monday,3,1.15,20.27,944,6600,45,0,0,0,55,1250405.03.00
1/5/2015,Quarter1,finishing,Monday,7,0.8,4.34,,960,0,0,0,0,8,11277777.47.00
1/5/2015,Quarter1,finishing,Monday,8,0.8,2.9,,960,0,0,0,0,8,11076388.53.00
1/5/2015,Quarter1,sweing,Monday,5,0.6,22.38,666,6960,23,0,0,0,58,10000478.56.00
1/6/2015,Quarter1,finishing,Tuesday,4,0.8,4.34,,4440,0,0,0,0,18,16113022.26.00
1/6/2015,Quarter1,finishing,Tuesday,1,0.8,4.34,,1440,0,0,0,0,8,15608270.12.00
1/6/2015,Quarter1,finishing,Tuesday,3,1.15,4.15,,1800,0,0,0,0,10,14986111.07.00
1/6/2015,Quarter1,finishing,Tuesday,11,0.8,4.15,,2700,0,0,0,0,15,14811447.49.00
1/6/2015,Quarter1,finishing,Tuesday,9,0.8,4.34,,1440,0,0,0,0,8,14302398.59.00
1/6/2015,Quarter1,sweing,Tuesday,1,0.8,26.16.00,1187,10620,75,0,0,0,59,14175038.31.00
1/6/2015,Quarter1,sweing,Tuesday,9,0.8,26.16.00,1305,10620,75,0,0,0,59,14175038.31.00
1/6/2015,Quarter1,finishing,Tuesday,10,1.15,4.34,,1440,0,0,0,0,8,13494002.32.00
1/6/2015,Quarter1,finishing,Tuesday,2,0.8,4.34,,1440,0,0,0,0,8,13431818.11.00
1/6/2015,Quarter1,sweing,Tuesday,2,0.8,28.08.00,716,10350,50,0,0,0,57.5,13343241.06.00
1/6/2015,Quarter1,sweing,Tuesday,4,0.8,28.08.00,925,10350,50,0,0,0,57.5,13343241.06.00
1/6/2015,Quarter1,sweing,Tuesday,3,0.8,20.27,963,9900,50,0,0,0,55,13337897.09.00
1/6/2015,Quarter1,sweing,Tuesday,12,0.8,12.01,1101,5310,50,0,0,0,31.5,13335682.49.00
1/6/2015,Quarter1,sweing,Tuesday,7,0.8,25.9,1035,10170,38,0,0,0,56.5,13335478.41.00
1/6/2015,Quarter1,sweing,Tuesday,8,0.8,25.9,1083,10170,38,0,0,0,56.5,13335478.41.00
1/6/2015,Quarter1,sweing,Tuesday,6,0.8,12.01,910,4470,38,0,0,0,31.5,1333460.57.00
1/6/2015,Quarter1,sweing,Tuesday,10,1.15,28.08.00,1209,10530,45,0,0,0,58.5,12509090.55.00
1/6/2015,Quarter1,sweing,Tuesday,11,1.15,19.31,590,9900,45,0,0,0,55,12500964.11.00
1/6/2015,Quarter1,finishing,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8,11351010.06.00
1/6/2015,Quarter1,sweing,Tuesday,5,1.05,22.38,808,10440,35,0,0,0,58,10833054.41.00
1/6/2015,Quarter1,finishing,Tuesday,7,0.8,2.9,,1440,0,0,0,0,8,1027.05.00
1/7/2015,Quarter1,finishing,Wednesday,1,0.8,4.34,,1440,0,0,0,0,8,15857007.35.00
1/7/2015,Quarter1,finishing,Wednesday,9,0.8,4.34,,1440,0,0,0,0,8,14675505.03.00
1/7/2015,Quarter1,sweing,Wednesday,1,0.8,26.16.00,1179,10620,75,0,0,0,59,14175038.31.00
1/7/2015,Quarter1,sweing,Wednesday,9,0.8,26.16.00,1324,10620,75,0,0,0,59,14175038.31.00
1/7/2015,Quarter1,sweing,Wednesday,8,0.8,25.9,1135,10170,60,0,0,0,56.5,14168946.06.00
1/7/2015,Quarter1,finishing,Wednesday,3,1.15,4.15,,2700,0,0,0,0,15,1.23
1/7/2015,Quarter1,finishing,Wednesday,4,0.8,4.34,,4440,0,0,0,0,18,13786442.24.00
1/7/2015,Quarter1,finishing,Wednesday,2,0.8,4.34,,1440,0,0,0,0,8,13556186.52.00
1/7/2015,Quarter1,finishing,Wednesday,10,1.15,4.34,,1440,0,0,0,0,8,13431818.11.00
1/7/2015,Quarter1,finishing,Wednesday,7,0.8,2.9,,1440,0,0,0,0,8,13410669.12.00
1/7/2015,Quarter1,sweing,Wednesday,2,0.8,28.08.00,776,10350,63,0,0,0,57.5,13343241.06.00
1/7/2015,Quarter1,sweing,Wednesday,4,0.8,28.08.00,990,10350,50,0,0,0,57.5,13343241.06.00
1/7/2015,Quarter1,sweing,Wednesday,6,0.8,11.41,986,5490,50,0,0,0,30.5,13339062.46.00
1/7/2015,Quarter1,sweing,Wednesday,3,0.8,20.27,924,9900,50,0,0,0,55,13337897.09.00
1/7/2015,Quarter1,sweing,Wednesday,12,0.8,12.01,1120,5670,50,0,0,0,31.5,13337445.53.00
1/7/2015,Quarter1,sweing,Wednesday,7,0.8,25.9,1066,10170,50,0,0,0,56.5,13335478.41.00
1/7/2015,Quarter1,sweing,Wednesday,10,1.15,28.08.00,1144,10530,69,0,0,0,58.5,0.8
1/7/2015,Quarter1,sweing,Wednesday,5,0.7,22.38,413,9720,40,0,0,0,58,11674680.31.00
1/7/2015,Quarter1,finishing,Wednesday,8,0.8,2.9,,1440,0,0,0,0,8,11351010.06.00
1/7/2015,Quarter1,finishing,Wednesday,6,0.8,2.9,,1800,0,0,0,0,10,11108585.52.00
1/7/2015,Quarter1,sweing,Wednesday,11,0.8,32.23.00,568,9900,40,0,0,0,55,6868663.55.00
1/7/2015,Quarter1,finishing,Wednesday,5,0.7,4.15,,1440,0,0,0,0,8,5501893.56.00
1/8/2015,Quarter2,finishing,Thursday,1,0.8,4.34,,1440,0,0,0,0,8,15794823.14.00
1/8/2015,Quarter2,finishing,Thursday,4,0.8,4.34,,12600,0,0,0,0,20,15331756.45.00
1/8/2015,Quarter2,sweing,Thursday,9,0.8,26.16.00,1216,10620,88,0,0,0,59,15003595.16.00
1/8/2015,Quarter2,finishing,Thursday,9,0.8,4.34,,1440,0,0,0,0,8,14862058.05.00
1/8/2015,Quarter2,sweing,Thursday,1,0.8,26.16.00,1189,10620,75,0,0,0,59,14175038.31.00
1/8/2015,Quarter2,sweing,Thursday,4,0.8,28.08.00,942,10530,75,0,0,0,58.5,14169696.58.00
1/8/2015,Quarter2,sweing,Thursday,7,0.8,25.9,1050,10170,60,0,0,0,56.5,14168946.06.00
1/8/2015,Quarter2,sweing,Thursday,8,0.8,25.9,1026,10170,60,0,0,0,56.5,14168946.06.00
1/8/2015,Quarter2,finishing,Thursday,2,0.8,4.34,,1440,0,0,0,0,8,13929292.56.00
1/8/2015,Quarter2,finishing,Thursday,5,0.7,4.15,,3840,0,0,0,0,8,13689236.07.00
1/8/2015,Quarter2,sweing,Thursday,2,0.8,28.08.00,783,10050,63,0,0,0,58.5,13341620.46.00
1/8/2015,Quarter2,sweing,Thursday,3,0.8,20.27,857,9900,50,0,0,0,55,13337897.09.00
1/8/2015,Quarter2,sweing,Thursday,12,0.8,12.01,548,15120,63,0,0,0,31.5,13335119.03.00
1/8/2015,Quarter2,sweing,Thursday,6,0.8,11.41,411,14640,50,0,0,0,30.5,13333748.52.00
1/8/2015,Quarter2,sweing,Thursday,10,1.15,28.08.00,1066,10530,69,0,0,0,58.5,0.8
1/8/2015,Quarter2,finishing,Thursday,10,1.15,4.34,,1440,0,0,0,0,8,12996527.47.00
1/8/2015,Quarter2,finishing,Thursday,8,0.8,2.9,,1440,0,0,0,0,8,12266414.08.00
1/8/2015,Quarter2,finishing,Thursday,3,1.15,4.15,,2160,0,0,0,0,12,11877104.23.00
1/8/2015,Quarter2,finishing,Thursday,7,0.8,2.9,,1440,0,0,0,0,8,11351010.06.00
1/8/2015,Quarter2,finishing,Thursday,11,0.8,4.15,,900,0,0,0,0,5,8593434.21.00
1/8/2015,Quarter2,sweing,Thursday,11,0.35,12.52,287,25920,38,0,0,0,54,5832523.09.00
1/8/2015,Quarter2,sweing,Thursday,5,0.7,42.41.00,724,10260,0,0,0,0,57,3895091.16.00
1/10/2015,Quarter2,finishing,Saturday,1,0.8,4.34,,2160,0,0,0,0,8,16.25
1/10/2015,Quarter2,finishing,Saturday,3,1.15,4.15,,2760,0,0,0,0,12,15505672.56.00
1/10/2015,Quarter2,finishing,Saturday,4,0.8,4.34,,6000,0,0,0,0,20,15193162.24.00
1/10/2015,Quarter2,finishing,Saturday,9,0.8,4.34,,1440,0,0,0,0,8,14302398.59.00
1/10/2015,Quarter2,sweing,Saturday,9,0.8,26.16.00,1122,10620,75,0,0,0,59,14186235.14.00
1/10/2015,Quarter2,sweing,Saturday,7,0.8,25.9,970,10170,60,0,0,0,56.5,14168946.06.00
1/10/2015,Quarter2,sweing,Saturday,8,0.8,25.9,1158,10170,60,0,0,0,56.5,14168946.06.00
1/10/2015,Quarter2,finishing,Saturday,10,0.8,4.34,,1440,0,0,0,0,8,14115845.58.00
1/10/2015,Quarter2,finishing,Saturday,11,0.8,4.15,,1440,0,0,0,0,8,13623737.22.00
1/10/2015,Quarter2,finishing,Saturday,2,0.8,4.34,,1440,0,0,0,0,8,13618371.13.00
1/10/2015,Quarter2,sweing,Saturday,4,0.8,28.08.00,660,10440,63,0,0,0,58,13350470.13.00
1/10/2015,Quarter2,sweing,Saturday,2,0.8,28.08.00,749,10350,63,0,0,0,57.5,13343241.06.00
1/10/2015,Quarter2,sweing,Saturday,12,0.8,12.01,893,4710,50,0,0,0,31.5,13339107.25.00
1/10/2015,Quarter2,sweing,Saturday,6,0.8,11.41,887,5490,50,0,0,0,30.5,13339062.46.00
1/10/2015,Quarter2,sweing,Saturday,1,0.8,26.16.00,1335,10620,63,0,0,0,59,13335285.03.00
1/10/2015,Quarter2,sweing,Saturday,10,0.8,28.08.00,1082,10530,63,0,0,0,58.5,0.8
1/10/2015,Quarter2,sweing,Saturday,3,1.15,20.27,1075,7080,45,0,0,0,56,12501639.11.00
1/10/2015,Quarter2,sweing,Saturday,11,0.5,12.52,749,9540,38,0,0,0,53,11220754.43.00
1/10/2015,Quarter2,finishing,Saturday,7,0.8,2.9,,1440,0,0,0,0,8,11167929.18.00
1/10/2015,Quarter2,finishing,Saturday,8,0.8,2.9,,1440,0,0,0,0,8,10481376.16.00
1/10/2015,Quarter2,sweing,Saturday,5,0.5,21.19,966,7680,0,0,0,0,56,6466796.53.00
1/10/2015,Quarter2,finishing,Saturday,5,0.5,4.15,,1440,0,0,0,0,8,5632891.25.00
1/11/2015,Quarter2,finishing,Sunday,3,1.15,4.15,,1440,0,0,0,0,8,1558869.57.00
1/11/2015,Quarter2,finishing,Sunday,4,0.8,4.34,,3600,0,0,0,0,20,15427398.59.00
1/11/2015,Quarter2,sweing,Sunday,9,0.8,26.16.00,1095,10620,88,0,0,0,59,15003595.16.00
1/11/2015,Quarter2,finishing,Sunday,1,0.8,4.34,,1440,0,0,0,0,8,14551136.22.00
1/11/2015,Quarter2,finishing,Sunday,9,0.8,4.34,,1440,0,0,0,0,8,14302398.59.00
1/11/2015,Quarter2,sweing,Sunday,1,0.8,26.16.00,1383,10620,75,0,0,0,59,14175038.31.00
1/11/2015,Quarter2,sweing,Sunday,7,0.8,25.9,1012,10170,45,0,0,0,56.5,14168946.06.00
1/11/2015,Quarter2,sweing,Sunday,8,0.8,25.9,1209,10170,60,0,0,0,56.5,14168946.06.00
1/11/2015,Quarter2,finishing,Sunday,10,0.8,4.34,,1440,0,0,0,0,8,13804924.15.00
1/11/2015,Quarter2,finishing,Sunday,2,0.8,4.34,,1440,0,0,0,0,8,13680555.33.00
1/11/2015,Quarter2,sweing,Sunday,6,0.8,11.41,887,5490,50,0,0,0,30.5,13339062.46.00
1/11/2015,Quarter2,sweing,Sunday,12,0.8,12.01,896,5670,50,0,0,0,31.5,13337445.53.00
1/11/2015,Quarter2,sweing,Sunday,2,0.8,28.08.00,805,10530,63,0,0,0,58.5,0.8
1/11/2015,Quarter2,sweing,Sunday,10,0.8,28.08.00,762,10530,38,0,0,0,58.5,0.8
1/11/2015,Quarter2,sweing,Sunday,3,0.8,20.27,1043,6420,0,0,0,0,55,11503046.55.00
1/11/2015,Quarter2,finishing,Sunday,11,0.8,4.15,,1440,0,0,0,0,8,11134785.21.00
1/11/2015,Quarter2,finishing,Sunday,8,0.8,2.9,,1440,0,0,0,0,8,10893308.05.00
1/11/2015,Quarter2,finishing,Sunday,5,0.5,4.15,,1440,0,0,0,0,8,10152304.18.00
1/11/2015,Quarter2,sweing,Sunday,11,0.6,12.52,831,9540,30,0,0,0,53,10003830.46.00
1/11/2015,Quarter2,finishing,Sunday,6,0.8,2.9,,1440,0,0,0,0,8,9955808.05.00
1/11/2015,Quarter2,finishing,Sunday,7,0.8,2.9,,1440,0,0,0,0,8,9840593.26.00
1/11/2015,Quarter2,sweing,Sunday,4,0.8,50.48.00,562,10440,0,0,0,0,58,7885579.56.00
1/11/2015,Quarter2,sweing,Sunday,5,0.6,21.19,1208,7980,0,0,0,0,57,7549660.26.00
1/12/2015,Quarter2,finishing,Monday,1,0.8,4.34,,1440,0,0,0,0,8,15919191.55.00
1/12/2015,Quarter2,finishing,Monday,4,0.35,4.3,,3240,0,0,0,0,18,15703563.25.00
1/12/2015,Quarter2,finishing,Monday,3,0.8,4.15,,1800,0,0,0,0,10,15090909.05.00
1/12/2015,Quarter2,finishing,Monday,2,0.8,4.34,,1440,0,0,0,0,8,14675505.03.00
1/12/2015,Quarter2,finishing,Monday,9,0.8,4.34,,1440,0,0,0,0,8,14302398.59.00
1/12/2015,Quarter2,sweing,Monday,1,0.8,26.16.00,1099,8220,75,0,0,0,59,14175369.27.00
1/12/2015,Quarter2,sweing,Monday,9,0.8,26.16.00,1093,10620,75,0,0,0,59,14175038.31.00
1/12/2015,Quarter2,sweing,Monday,7,0.8,25.9,1031,10170,60,0,0,0,56.5,14168946.06.00
1/12/2015,Quarter2,sweing,Monday,8,0.8,25.9,1233,10170,60,0,0,0,56.5,14168946.06.00
1/12/2015,Quarter2,finishing,Monday,6,0.8,2.9,,1440,0,0,0,0,8,13623737.22.00
1/12/2015,Quarter2,finishing,Monday,5,1.05,4.15,,1440,0,0,0,0,8,13492739.54.00
1/12/2015,Quarter2,sweing,Monday,3,0.8,20.27,941,9900,0,0,0,0,55,13337897.09.00
1/12/2015,Quarter2,sweing,Monday,6,0.8,11.41,843,5670,50,0,0,0,31.5,13336363.38.00
1/12/2015,Quarter2,sweing,Monday,12,0.8,12.01,760,4470,50,0,0,0,31.5,1333460.57.00
1/12/2015,Quarter2,sweing,Monday,2,0.8,28.08.00,737,10530,63,0,0,0,58.5,0.8
1/12/2015,Quarter2,finishing,Monday,8,0.8,2.9,,1440,0,0,0,0,8,12.05
1/12/2015,Quarter2,sweing,Monday,10,0.8,50.48.00,381,6930,45,0,0,0,58.5,11475959.15.00
1/12/2015,Quarter2,sweing,Monday,5,1.05,21.19,1141,8460,0,0,0,0,59,10834013.03.00
1/12/2015,Quarter2,sweing,Monday,11,1.05,12.52,1004,9540,44,0,0,0,53,1083300.56.00
1/12/2015,Quarter2,finishing,Monday,7,0.8,2.9,,1440,0,0,0,0,8,10801767.41.00
1/12/2015,Quarter2,finishing,Monday,11,0.8,4.15,,1440,0,0,0,0,8,10676294.12.00
1/12/2015,Quarter2,sweing,Monday,4,0.35,22.4,581,7350,0,0,0,0,51.5,584388.19.00
1/12/2015,Quarter2,finishing,Monday,10,0.8,4.34,,1440,0,0,0,0,8,410.25.00
1/13/2015,Quarter2,finishing,Tuesday,4,0.35,4.3,,2160,0,0,0,0,12,15867003.22.00
1/13/2015,Quarter2,finishing,Tuesday,1,0.8,4.34,,1440,0,0,0,0,2,15857007.35.00
1/13/2015,Quarter2,finishing,Tuesday,10,0.8,4.34,,5400,0,0,0,0,20,15212777.47.00
1/13/2015,Quarter2,finishing,Tuesday,3,0.8,4.15,,1620,0,0,0,0,9,15021043.46.00
1/13/2015,Quarter2,finishing,Tuesday,9,0.8,4.34,,1440,0,0,0,0,8,14302398.59.00
1/13/2015,Quarter2,sweing,Tuesday,1,0.8,26.16.00,1073,10620,75,0,0,0,59,14175038.31.00
1/13/2015,Quarter2,sweing,Tuesday,9,0.8,26.16.00,1156,10620,75,0,0,0,59,14175038.31.00
1/13/2015,Quarter2,sweing,Tuesday,8,0.8,25.9,1211,10260,60,0,0,0,57,14170875.25.00
1/13/2015,Quarter2,sweing,Tuesday,7,0.8,25.9,1126,10170,60,0,0,0,56.5,14168946.06.00
1/13/2015,Quarter2,finishing,Tuesday,5,1.05,4.15,,1440,0,0,0,0,8,13689236.07.00
1/13/2015,Quarter2,finishing,Tuesday,2,0.8,4.34,,1440,0,0,0,0,8,13431818.11.00
1/13/2015,Quarter2,sweing,Tuesday,6,0.8,12.01,1004,5670,50,0,0,0,31.5,13337445.53.00
1/13/2015,Quarter2,sweing,Tuesday,12,0.8,12.01,1063,5670,50,0,0,0,31.5,13337445.53.00
1/13/2015,Quarter2,sweing,Tuesday,2,0.8,28.08.00,723,10530,50,0,0,0,58.5,0.8
1/13/2015,Quarter2,sweing,Tuesday,3,0.8,42.27.00,465,9900,54,0,0,0,55,11759609.44.00
1/13/2015,Quarter2,finishing,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8,11351010.06.00
1/13/2015,Quarter2,finishing,Tuesday,7,0.8,2.9,,1440,0,0,0,0,8,11167929.18.00
1/13/2015,Quarter2,finishing,Tuesday,11,0.8,4.15,,1440,0,0,0,0,8,10021306.49.00
1/13/2015,Quarter2,sweing,Tuesday,11,0.7,27.13.00,530,9540,37,0,0,0,53,9705017.09.00
1/13/2015,Quarter2,sweing,Tuesday,5,0.7,21.19,1297,10440,0,0,0,0,58,8780172.25.00
1/13/2015,Quarter2,sweing,Tuesday,4,0.5,22.4,783,10170,23,0,0,0,56.5,8339679.59.00
1/13/2015,Quarter2,sweing,Tuesday,10,0.35,22.4,715,10170,23,0,0,0,56.5,583677.29.00
1/14/2015,Quarter2,finishing,Wednesday,11,0.8,4.15,,1980,0,0,0,0,7,15576790.38.00
1/14/2015,Quarter2,finishing,Wednesday,4,0.35,4.3,,2700,0,0,0,0,8,15134680.08.00
1/14/2015,Quarter2,sweing,Wednesday,7,0.8,25.9,1150,10170,70,0,0,0,56.5,15002413.31.00
1/14/2015,Quarter2,finishing,Wednesday,1,0.8,4.34,,1440,0,0,0,0,8,14862058.05.00
1/14/2015,Quarter2,finishing,Wednesday,5,1.05,4.15,,1440,0,0,0,0,15,14409722.13.00
1/14/2015,Quarter2,finishing,Wednesday,9,0.8,4.34,,1440,0,0,0,0,8,14302398.59.00
1/14/2015,Quarter2,sweing,Wednesday,9,0.8,26.16.00,1232,10620,75,0,0,0,59,14175038.31.00
1/14/2015,Quarter2,sweing,Wednesday,8,0.8,25.9,1218,10170,60,0,0,0,56.5,14168946.06.00
1/14/2015,Quarter2,finishing,Wednesday,7,0.8,2.9,,1440,0,0,0,0,8,13959911.37.00
1/14/2015,Quarter2,finishing,Wednesday,3,0.8,4.15,,1440,0,0,0,0,7,13680555.33.00
1/14/2015,Quarter2,sweing,Wednesday,12,0.8,12.01,1159,2970,50,0,0,0,31.5,13338557.13.00
